Title,Property Size,Bedrooms,Bathrooms,Furnishing,Region,Region Name,Region Parent Name,Is Boost,Price
3bdrm Block of Flats in Estate Within New for sale,550.0,3,3,Semi Furnished,"Agege, New Oko Oba",New Oko Oba,Lagos State,Enterprise,180000000.0
Furnished 4bdrm Duplex in Lekki for sale,450.0,4,4,Furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,Enterprise,650000000.0
3bdrm Block of Flats in Apo for sale,1000.0,3,3,Unfurnished,"Apo District, Apo Resettlement",Apo Resettlement,Abuja (FCT),Diamond,400000000.0
4bdrm Duplex in Elimgbu Town Port for sale,986.0,4,4,Semi Furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,Enterprise,270000000.0
Furnished 5bdrm Duplex in GRA Phase 1 for sale,80.0,5,5,Furnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,Diamond,650000000.0
12bdrm House in Lawanson for sale,60.0,12,12,Unfurnished,"Surulere, Lawanson",Lawanson,Lagos State,Diamond,320000000.0
Furnished 2bdrm Apartment in Ilasan for sale,30.0,2,2,Furnished,"Lekki, Ilasan",Ilasan,Lagos State,Diamond,210000000.0
5bdrm Duplex in Omole Phase 1 for sale,250.0,5,5,Semi Furnished,"Ikeja, Omole Phase 1",Omole Phase 1,Lagos State,Enterprise,450000000.0
4bdrm Duplex in Omole Estate Ph2 for sale,400.0,4,4,Unfurnished,"Ikeja, Omole Phase 2",Omole Phase 2,Lagos State,VIP Gold,550000000.0
4bdrm Duplex in Obawole Ifako Ijaiye for sale,320.0,4,4,Semi Furnished,"Ogba, Ifako-Ogba",Ifako-Ogba,Lagos State,Enterprise,110000000.0
Furnished 2bdrm Apartment in Lekki Phase 1 for sale,50.0,2,2,Furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,Diamond,250000000.0
Furnished 7bdrm Duplex in Green Estate for sale,750.0,7,7,Furnished,"Amuwo-Odofin, Green Estate",Green Estate,Lagos State,Diamond,600000000.0
Furnished 3bdrm Apartment in Ikoyi for sale,50.0,3,3,Furnished,"Lagos State, Ikoyi",Ikoyi,Lagos State,Diamond,700000000.0
"5bdrm Duplex in Ocean Bay, Lekki Phase 2 for sale",150.0,5,5,Unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lagos State,Enterprise,250000000.0
2bdrm Block of Flats in Opebi for sale,10.0,2,2,Unfurnished,"Ikeja, Opebi",Opebi,Lagos State,Diamond,92000000.0
3bdrm Block of Flats in Surulere for sale,630.0,3,3,Semi Furnished,"Lagos State, Surulere",Surulere,Lagos State,Enterprise,190000000.0
3bdrm Block of Flats in College Road Ogba for sale,630.0,3,2,Semi Furnished,"Lagos State, Ogba",Ogba,Lagos State,Enterprise,290000000.0
Furnished 5bdrm Bungalow in Lokogoma for sale,250.0,5,6,Furnished,"Abuja (FCT), Lokogoma",Lokogoma,Abuja (FCT),VIP Gold,30000000.0
Furnished 4bdrm Duplex in Ibadan for sale,50.0,4,4,Furnished,"Oyo State, Ibadan",Ibadan,Oyo State,Diamond,250000000.0
3bdrm Apartment in Ikoyi for sale,50.0,3,3,Unfurnished,"Lagos State, Ikoyi",Ikoyi,Lagos State,Diamond,480000000.0
Furnished 4bdrm Duplex in Lekki for sale,30.0,4,4,Furnished,"Lagos State, Lekki",Lekki,Lagos State,Diamond,175000000.0
"5bdrm Duplex in Diamond Estate, Ikeja for sale",500.0,5,5,Semi Furnished,"Lagos State, Ikeja",Ikeja,Lagos State,Enterprise,750000000.0
Furnished 5bdrm House in Allen Avenue for sale,450.0,5,5,Furnished,"Ikeja, Allen Avenue",Allen Avenue,Lagos State,Diamond,350000000.0
"3bdrm Bungalow in Oluode, Akala Express for sale",380.0,3,4,Unfurnished,"Ibadan, Akala Express",Akala Express,Oyo State,Diamond,28000000.0
"3bdrm Block of Flats in Jonathan Coker, for sale",600.0,3,3,Semi Furnished,"Agege, Fagba",Fagba,Lagos State,Enterprise,100000000.0
"2bdrm Block of Flats in Command, Alimosho, Iyana Ipaja for sale",600.0,2,2,Semi Furnished,"Ipaja, Iyana Ipaja",Iyana Ipaja,Lagos State,Enterprise,85000000.0
"3bdrm Apartment in Golf Estates Ph, Amadi-Ama for sale",1986.0,3,3,Semi Furnished,"Port-Harcourt, Amadi-Ama",Amadi-Ama,Port-Harcourt,Enterprise,120000000.0
Furnished 5bdrm Duplex in Ikate for sale,30.0,5,5,Furnished,"Lekki, Ikate",Ikate,Lagos State,Diamond,460000000.0
3bdrm Block of Flats in Gbagada for sale,650.0,3,3,Unfurnished,"Gbagada, Ifako-Gbagada",Ifako-Gbagada,Lagos State,VIP Gold,150000000.0
4bdrm Duplex in Fagba Ifako Ijaiye for sale,220.0,4,4,Semi Furnished,"Agege, Fagba",Fagba,Lagos State,Enterprise,275000000.0
5bdrm Duplex in Omole Phase 1 for sale,300.0,5,5,Semi Furnished,"Ikeja, Agidingbi",Agidingbi,Lagos State,Enterprise,550000000.0
"3bdrm Block of Flats in Clem Ijaiye Ojokoro, Abule Egba for sale",600.0,3,2,Semi Furnished,"Lagos State, Abule Egba",Abule Egba,Lagos State,Enterprise,100000000.0
Furnished 5bdrm Duplex in Lekki for sale,60.0,5,5,Furnished,"Lagos State, Lekki",Lekki,Lagos State,Diamond,160000000.0
Furnished 4bdrm Apartment in Ikoyi for sale,50.0,4,4,Furnished,"Lagos State, Ikoyi",Ikoyi,Lagos State,Diamond,850000000.0
3bdrm Apartment in Off Allen Avenue for sale,250.0,3,3,Semi Furnished,"Ikeja, Allen Avenue",Allen Avenue,Lagos State,Enterprise,280000000.0
3bdrm Block of Flats in Surulere for Sale,520.0,3,3,Semi Furnished,"Lagos State, Surulere",Surulere,Lagos State,Enterprise,60000000.0
4bdrm Mansion in Oko Oba for sale,400.0,4,4,Unfurnished,"Agege, Oko-Oba",Oko-Oba,Lagos State,VIP Gold,230000000.0
3bdrm Duplex in Maplewood Estate Oko for sale,230.0,3,3,Semi Furnished,"Agege, Oko-Oba",Oko-Oba,Lagos State,Enterprise,230000000.0
"4bdrm Duplex in Kayfarm Estate, Ifako-Ogba for sale",400.0,4,4,Semi Furnished,"Ogba, Ifako-Ogba",Ifako-Ogba,Lagos State,Enterprise,400000000.0
Furnished 4bdrm Duplex in Akobo for sale,50.0,4,4,Furnished,"Ibadan, Akobo",Akobo,Oyo State,Diamond,270000000.0
Furnished 5bdrm Duplex in Guzape District for sale,50.0,5,5,Furnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),Diamond,600000000.0
5bdrm Duplex in Gwagwalada for sale,750.0,5,5,Unfurnished,"Abuja (FCT), Gwagwalada",Gwagwalada,Abuja (FCT),Diamond,130000000.0
Furnished 5bdrm Duplex in Lekki Phase 1 for sale,30.0,5,5,Furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,Diamond,1000000000.0
12bdrm Apartment in Ago Palace for sale,50.0,12,12,Semi Furnished,"Isolo, Ago Palace",Ago Palace,Lagos State,Diamond,270000000.0
4bdrm Duplex in Arowojobe Estate for sale,350.0,4,4,Semi Furnished,"Lagos State, Maryland",Maryland,Lagos State,Enterprise,350000000.0
5bdrm Duplex in Lekki for Sale,850.0,5,5,Semi Furnished,"Lagos State, Lekki",Lekki,Lagos State,Enterprise,800000000.0
5bdrm Duplex in Omole Estate Ph1 for sale,350.0,5,5,Unfurnished,"Ikeja, Omole Phase 1",Omole Phase 1,Lagos State,VIP Gold,700000000.0
4bdrm Duplex in Ogudu Gra Ojota for sale,350.0,4,3,Semi Furnished,"Ojota, Ogudu Road",Ogudu Road,Ojota,Enterprise,550000000.0
Furnished 4bdrm Duplex in Katampe Extension for sale,50.0,4,4,Furnished,"Katampe, Katampe Extension",Katampe Extension,Abuja (FCT),Diamond,600000000.0
Furnished 13bdrm Block of Flats in Shomolu for sale,80.0,13,13,Furnished,"Lagos State, Shomolu",Shomolu,Lagos State,Diamond,300000000.0
"3bdrm Block of Flats in Ayepe Road, Near for sale",648.0,3,3,Semi Furnished,"Ogun State, Sagamu",Sagamu,Ogun State,False,75000000.0
5bdrm Duplex in Adeniyi Jones Ikeja for sale,400.0,5,5,Semi Furnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Lagos State,Enterprise,670000000.0
"4bdrm Bungalow in Bethel Estate, Enugu for sale",500.0,4,4,Unfurnished,"Enugu State, Enugu",Enugu,Enugu State,VIP Gold,55000000.0
Furnished 3bdrm Apartment in Akin Olugbade for sale,60.0,3,3,Furnished,"Victoria Island, Akin Olugbade",Akin Olugbade,Lagos State,Diamond,600000000.0
5bdrm Duplex in Jabi for sale,1000.0,5,5,Unfurnished,"Abuja (FCT), Jabi",Jabi,Abuja (FCT),Diamond,950000000.0
Furnished 2bdrm Apartment in Ikate for sale,30.0,2,2,Furnished,"Lekki, Ikate",Ikate,Lagos State,Diamond,145000000.0
Furnished 4bdrm Duplex in Ibadan for sale,600.0,4,4,Furnished,"Oyo State, Ibadan",Ibadan,Oyo State,Diamond,185000000.0
"3bdrm Block of Flats in Ijaiye Ojokoro Lcda, Ifako for sale",630.0,3,3,Semi Furnished,"Agege, Ifako",Ifako,Lagos State,Enterprise,190000000.0
"5bdrm Duplex in Unilag Estate Magodo, Berger for sale",400.0,5,5,Semi Furnished,"Ojodu, Berger",Berger,Lagos State,Enterprise,370000000.0
"3bdrm Duplex in Brick City Estate, Kubwa for sale",250.0,3,3,Unfurnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),Diamond,90000000.0
Furnished 5bdrm Duplex in Ikate for sale,30.0,5,5,Furnished,"Lekki, Ikate",Ikate,Lagos State,Diamond,300000000.0
"Furnished 3bdrm Apartment in Off Kofo Abayomi, Adeola Odeku for sale",3200.0,3,3,Furnished,"Victoria Island, Adeola Odeku",Adeola Odeku,Lagos State,Enterprise,650000000.0
3bdrm Block of Flats in Surulere for sale,630.0,3,3,Semi Furnished,"Lagos State, Surulere",Surulere,Lagos State,Enterprise,150000000.0
5bdrm Duplex in Apapa for sale,500.0,5,5,Semi Furnished,"Lagos State, Apapa",Apapa,Lagos State,Enterprise,450000000.0
"6bdrm Block of Flats in Aregbe Elewe Eran , Ewekoro for sale",60.0,6,6,Semi Furnished,"Ogun State, Ewekoro",Ewekoro,Ogun State,Diamond,30000000.0
Furnished 4bdrm Duplex in Apo District for sale,50.0,4,4,Furnished,"Abuja (FCT), Apo District",Apo District,Abuja (FCT),Diamond,660000000.0
"Furnished 5bdrm Duplex in Vintage Park Estate, Ikate for sale",30.0,5,5,Furnished,"Lekki, Ikate",Ikate,Lagos State,Diamond,1100000000.0
12bdrm Bungalow in Sabo / Yaba for sale,500.0,12,12,Unfurnished,"Yaba, Sabo / Yaba",Sabo / Yaba,Yaba,Diamond,450000000.0
Furnished 6bdrm Duplex in Ikeja GRA for sale,500.0,6,6,Furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Lagos State,Diamond,1000000000.0
5bdrm Duplex in Magodo Gra 2 for sale,400.0,5,5,Semi Furnished,"Magodo, GRA Phase 2 Shangisha",GRA Phase 2 Shangisha,Lagos State,Enterprise,650000000.0
5bdrm Duplex in Omole Phase 2 for sale,300.0,5,5,Semi Furnished,"Ikeja, Omole Phase 2",Omole Phase 2,Lagos State,Enterprise,500000000.0
6bdrm Duplex in Allen Avenue for sale,817.0,6,6,Unfurnished,"Ikeja, Allen Avenue",Allen Avenue,Lagos State,Diamond,550000000.0
Furnished 5bdrm Duplex in Lekki for sale,50.0,5,5,Furnished,"Lagos State, Lekki",Lekki,Lagos State,Diamond,640000000.0
Furnished 5bdrm Duplex in Guzape District for sale,50.0,5,5,Furnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),Diamond,750000000.0
Furnished 5bdrm Duplex in VGC / Ajah for sale,600.0,5,5,Furnished,"Ajah, VGC / Ajah",VGC / Ajah,Lagos State,Diamond,600000000.0
Furnished 2bdrm Apartment in Ilasan for sale,30.0,2,2,Furnished,"Lekki, Ilasan",Ilasan,Lagos State,Diamond,165000000.0
Furnished 5bdrm Duplex in Lekki Chevron for sale,520.0,5,4,Furnished,"Lagos State, Lekki",Lekki,Lagos State,Enterprise,420000000.0
"3bdrm Block of Flats in Surulere, Masha for sale",630.0,3,3,Unfurnished,"Surulere, Masha",Masha,Lagos State,Enterprise,250000000.0
3bdrm Block of Flats in Obawole Ifako Ijaiye for sale,630.0,3,2,Semi Furnished,"Ogba, Ifako-Ogba",Ifako-Ogba,Lagos State,Enterprise,220000000.0
Furnished 4bdrm Duplex in Agungi for sale,50.0,4,4,Furnished,"Lekki, Agungi",Agungi,Lagos State,Diamond,160000000.0
"4bdrm Duplex in Off Hakeem, Lekki Phase 1 for sale",150.0,4,4,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,Enterprise,700000000.0
3bdrm Bungalow in Ado-Odo/Ota for sale,10.0,3,3,Unfurnished,"Ogun State, Ado-Odo/Ota",Ado-Odo/Ota,Ogun State,False,7200000.0
5bdrm Duplex in Lekki for Sale,600.0,5,5,Semi Furnished,"Lagos State, Lekki",Lekki,Lagos State,Enterprise,450000000.0
"2bdrm Apartment in By Sunrise Estate, for sale",955.0,2,2,Unfurnished,"Enugu State, Enugu",Enugu,Enugu State,VIP Gold,85000000.0
3bdrm Block of Flats in Alakuko Ifako for sale,1625.0,3,3,Unfurnished,"Agege, Ifako",Ifako,Lagos State,Enterprise,330000000.0
"5bdrm Duplex in Maven Court 2, Lekki for Sale",500.0,5,5,Unfurnished,"Lagos State, Lekki",Lekki,Lagos State,Enterprise,150000000.0
"3bdrm Apartment in Chois Gardens Estate, Abijo for sale",600.0,3,3,Unfurnished,"Ibeju, Abijo",Abijo,Lagos State,Premium,60000000.0
3bdrm Duplex in Ajoke Estate Fagba for sale,125.0,3,3,Semi Furnished,"Agege, Fagba",Fagba,Lagos State,Enterprise,150000000.0
Furnished 3bdrm Block of Flats in Fagba Ifako Ijaiye for sale,800.0,3,2,Furnished,"Agege, Fagba",Fagba,Lagos State,Enterprise,150000000.0
5bdrm Duplex in GRA Phase 1 for sale,700.0,5,5,Unfurnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,Diamond,400000000.0
Studio Apartment in Ado Ekiti for sale,1320.0,1,1,Unfurnished,"Ekiti State, Ado Ekiti",Ado Ekiti,Ekiti State,VIP,48500000.0
"6bdrm Duplex in Independence Layout, Enugu for sale",650.0,6,6,Semi Furnished,"Enugu State, Enugu",Enugu,Enugu State,VIP Gold,160000000.0
2bdrm Apartment in Gra Port Harcourt for sale,204.0,2,3,Unfurnished,"Port-Harcourt, GRA Phase 1 / Port-Harcourt",GRA Phase 1 / Port-Harcourt,Port-Harcourt,Enterprise,1400000.0
"2bdrm Bungalow in Greater City Port, Ikwerre for sale",300.0,2,3,Unfurnished,"Rivers State, Ikwerre",Ikwerre,Rivers State,False,90000000.0
Furnished 2bdrm Apartment in Abijo for sale,248.0,2,3,Furnished,"Ibeju, Abijo",Abijo,Lagos State,False,62000000.0
5bdrm House in Ita Oluwo for sale,1200.0,5,5,Unfurnished,"Ikorodu, Ita Oluwo",Ita Oluwo,Lagos State,False,60000000.0
5bdrm Townhouse/Terrace in Gwarinpa for sale,350.0,5,6,Unfurnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),Enterprise,285000000.0
Furnished 4bdrm House in Maryland for sale,500.0,4,4,Furnished,"Lagos State, Maryland",Maryland,Lagos State,VIP Gold,350000000.0
2bdrm Block of Flats in Ogudu-Orioke for sale,500.0,2,2,Unfurnished,"Ogudu, Ogudu-Orioke",Ogudu-Orioke,Lagos State,VIP Gold,200000000.0
Furnished 2bdrm House in Surulere for sale,500.0,2,2,Furnished,"Lagos State, Surulere",Surulere,Lagos State,VIP Gold,95000000.0
Furnished 4bdrm House in Gbagada for sale,500.0,4,4,Furnished,"Lagos State, Gbagada",Gbagada,Lagos State,VIP Gold,250000000.0
"4bdrm Duplex in The Majestique, Abijo for sale",600.0,4,4,Unfurnished,"Ibeju, Abijo",Abijo,Lagos State,False,280000000.0
5bdrm Duplex in Oluyole for sale,3000.0,5,5,Semi Furnished,"Oyo State, Oluyole",Oluyole,Oyo State,False,250000000.0
4bdrm Duplex in Ikate for sale,700.0,4,4,Unfurnished,"Lekki, Ikate",Ikate,Lagos State,Enterprise,500000000.0
"5bdrm Duplex in Kyc Estate, FHA for sale",500.0,5,5,Semi Furnished,"Lugbe District, FHA",FHA,Abuja (FCT),False,170000000.0
Furnished 3bdrm House in Ikeja for sale,500.0,3,3,Furnished,"Lagos State, Ikeja",Ikeja,Lagos State,VIP Gold,140000000.0
"6bdrm Block of Flats in Ikenegbu, Owerri for sale",700.0,6,6,Semi Furnished,"Imo State, Owerri",Owerri,Imo State,Diamond,350000000.0
4bdrm Duplex in Aiben Estate Karmo for sale,400.0,4,4,Unfurnished,"Abuja (FCT), Karmo",Karmo,Abuja (FCT),Enterprise,250000000.0
Furnished 3bdrm Apartment in Ikoyi S.W for sale,300.0,3,3,Furnished,"Ikoyi, Ikoyi S.W",Ikoyi S.W,Lagos State,Enterprise,700000000.0
Furnished 2bdrm Apartment in Oregun for sale,1000.0,2,1,Furnished,"Ikeja, Oregun",Oregun,Lagos State,Enterprise,200000000.0
2bdrm Apartment in Gilmore Jahi for sale,200.0,2,2,Unfurnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),Enterprise,150000000.0
"5bdrm Duplex in Royal Pine Orchid, Chevron for sale",325.0,5,5,Semi Furnished,"Lekki, Chevron",Chevron,Lagos State,Enterprise,300000000.0
"4bdrm Duplex in Aguma Estate Off, GRA Phase 3 / Port-Harcourt for sale",986.0,4,4,Semi Furnished,"Port-Harcourt, GRA Phase 3 / Port-Harcourt",GRA Phase 3 / Port-Harcourt,Port-Harcourt,Enterprise,500000000.0
"4bdrm Duplex in Admiralty, Lekki Phase 1 for sale",400.0,4,5,Semi Furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,Enterprise,550000000.0
5bdrm Duplex in Chevron for sale,1000.0,5,1,Unfurnished,"Lekki, Chevron",Chevron,Lagos State,Enterprise,900000000.0
4bdrm Duplex in Omole Phase 2 for sale,1000.0,4,1,Unfurnished,"Ikeja, Omole Phase 2",Omole Phase 2,Lagos State,Enterprise,550000000.0
5bdrm Duplex in GRA Phase 1 for sale,1000.0,5,1,Unfurnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,Enterprise,630000000.0
3bdrm Apartment in Mabushi for sale,300.0,3,4,Unfurnished,"Abuja (FCT), Mabushi",Mabushi,Abuja (FCT),Enterprise,350000000.0
3bdrm Block of Flats in Rumuadolu Gra for sale,500.0,3,3,Semi Furnished,"Port-Harcourt, GRA Phase 1 / Port-Harcourt",GRA Phase 1 / Port-Harcourt,Port-Harcourt,Enterprise,250000000.0
5bdrm Duplex in Vgc for sale,400.0,5,6,Semi Furnished,"Ajah, VGC / Ajah",VGC / Ajah,Lagos State,Enterprise,400000000.0
5bdrm Duplex in Lekki Phase 1 for sale,300.0,5,5,Semi Furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,Enterprise,1100000000.0
4bdrm Duplex in Olokonla for sale,300.0,4,4,Semi Furnished,"Ajah, Olokonla",Olokonla,Lagos State,Enterprise,180000000.0
5bdrm Duplex in Adeniyi Jones for sale,1000.0,5,1,Unfurnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Lagos State,Enterprise,700000000.0
5bdrm Duplex in Osapa london for sale,1000.0,5,1,Unfurnished,"Lekki, Osapa london",Osapa london,Lagos State,Enterprise,990000000.0
4bdrm Duplex in GRA Phase 1 for sale,1000.0,4,1,Unfurnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,Enterprise,350000000.0
"5bdrm Duplex in River Park Estate, Lugbe District for sale",850.0,5,6,Unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),Enterprise,370000000.0
4bdrm Duplex in Ikeja for sale,300.0,4,4,Semi Furnished,"Lagos State, Ikeja",Ikeja,Lagos State,Enterprise,750000000.0
"5bdrm Duplex in Fhase1, Lekki Phase 1 for sale",450.0,5,6,Semi Furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,Enterprise,1100000000.0
"5bdrm Duplex in Vgc, Ikota for sale",350.0,5,6,Semi Furnished,"Lekki, Ikota",Ikota,Lagos State,Enterprise,350000000.0
Furnished 4bdrm Duplex in Opebi for sale,450.0,4,4,Furnished,"Ikeja, Opebi",Opebi,Lagos State,Enterprise,670000000.0
4bdrm Maisonette in Opebi for sale,250.0,4,4,Unfurnished,"Ikeja, Opebi",Opebi,Lagos State,Enterprise,350000000.0
5bdrm Duplex in VGC / Ajah for sale,300.0,5,5,Semi Furnished,"Ajah, VGC / Ajah",VGC / Ajah,Lagos State,Enterprise,550000000.0
Furnished 5bdrm House in Magodo for sale,500.0,5,5,Furnished,"Lagos State, Magodo",Magodo,Lagos State,VIP Gold,750000000.0
5bdrm House in Chevron for sale,1000.0,5,1,Unfurnished,"Lekki, Chevron",Chevron,Lagos State,Enterprise,450000000.0
"Furnished 4bdrm Duplex in Ps Court, Ibadan for sale",1200.0,4,4,Furnished,"Oyo State, Ibadan",Ibadan,Oyo State,Enterprise,280000000.0
"4bdrm Duplex in Von Axis, Lugbe for sale",450.0,4,5,Unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),Enterprise,200000000.0
2bdrm Block of Flats in Karsana for sale,150.0,2,2,Unfurnished,"Gwagwa, Karsana",Karsana,Abuja (FCT),Enterprise,45000000.0
"4bdrm Duplex in Josh Luxury Court, Guzape District for sale",400.0,4,4,Unfurnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),Enterprise,350000000.0
"4bdrm Duplex in Sars Rd, Rumuahalu for sale",465.0,4,4,Unfurnished,"Port-Harcourt, Rumuahalu",Rumuahalu,Port-Harcourt,Enterprise,120000000.0
2bdrm Bungalow in Gberigbe for sale,317.0,2,4,Unfurnished,"Ikorodu, Gberigbe",Gberigbe,Lagos State,False,4650000.0
4bdrm Duplex in GRA Phase 1 for sale,1000.0,4,1,Unfurnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,Enterprise,365000000.0
"4bdrm Duplex in Kabusa Gardens, Dakwo District for sale",300.0,4,5,Unfurnished,"Abuja (FCT), Dakwo District",Dakwo District,Abuja (FCT),Enterprise,135000000.0
"Furnished 5bdrm Apartment in Functional School, Garki 1 for sale",1000.0,5,4,Furnished,"Abuja (FCT), Garki 1",Garki 1,Abuja (FCT),Enterprise,650000000.0
5bdrm Duplex in VGC / Ajah for sale,1000.0,5,1,Unfurnished,"Ajah, VGC / Ajah",VGC / Ajah,Lagos State,Enterprise,500000000.0
"Furnished 4bdrm Duplex in Emerald, Adeniyi Jones for sale",12.0,4,3,Furnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Lagos State,Enterprise,600000000.0
4bdrm Duplex in Abraham Adesanya Estate for sale,300.0,4,4,Semi Furnished,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Lagos State,Enterprise,190000000.0
5bdrm Duplex in Lekki for sale,500.0,5,5,Semi Furnished,"Lagos State, Lekki",Lekki,Lagos State,Enterprise,990000000.0
4bdrm Duplex in Guzape By Fha Abuja for sale,400.0,4,5,Semi Furnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),Enterprise,550000000.0
Furnished 5bdrm Duplex in GRA Phase 1 for sale,1000.0,5,1,Furnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,Enterprise,600000000.0
4bdrm Duplex in Life Camp for sale,250.0,4,4,Unfurnished,"Gwarinpa, Life Camp",Life Camp,Abuja (FCT),Enterprise,380000000.0
2bdrm Apartment in Gudu for sale,180.0,2,2,Unfurnished,"Abuja (FCT), Gudu",Gudu,Abuja (FCT),Enterprise,90000000.0
4bdrm Duplex in Chevron for sale,300.0,4,4,Semi Furnished,"Lekki, Chevron",Chevron,Lagos State,Enterprise,190000000.0
5bdrm Duplex in GRA Phase 1 for sale,1000.0,5,1,Unfurnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,Enterprise,480000000.0
4bdrm Duplex in Abraham Adesanya Estate for sale,1000.0,4,1,Unfurnished,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Lagos State,Enterprise,200000000.0
8bdrm Duplex in Karsana for sale,500.0,8,8,Semi Furnished,"Gwagwa, Karsana",Karsana,Abuja (FCT),Enterprise,216000000.0
5bdrm Duplex in Thomas Estate for sale,1000.0,5,1,Unfurnished,"Ajah, Thomas Estate",Thomas Estate,Lagos State,Enterprise,230000000.0
5bdrm Duplex in Jahi Gilmor By Navy for sale,450.0,5,6,Unfurnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),Enterprise,600000000.0
"4bdrm Duplex in Orchid, Chevron for sale",300.0,4,4,Unfurnished,"Lekki, Chevron",Chevron,Lagos State,Enterprise,250000000.0
"7bdrm Duplex in Efab Metropolis, Karsana for sale",850.0,7,8,Semi Furnished,"Gwagwa, Karsana",Karsana,Abuja (FCT),Enterprise,520000000.0
3bdrm House in Berger for sale,1000.0,3,1,Unfurnished,"Ojodu, Berger",Berger,Lagos State,Enterprise,250000000.0
3bdrm Block of Flats in Jahi for sale,150.0,3,3,Semi Furnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),Enterprise,250000000.0
3bdrm Apartment in Victoria Island for sale,220.0,3,3,Unfurnished,"Lagos State, Victoria Island",Victoria Island,Lagos State,Enterprise,250000000.0
4bdrm Duplex in Adeniyi Jones for sale,1000.0,4,1,Unfurnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Lagos State,Enterprise,500000000.0
4bdrm Duplex in GRA Phase 1 for sale,1000.0,4,1,Unfurnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,Enterprise,450000000.0
2bdrm Block of Flats in Naze Owerri for sale,989.0,2,2,Semi Furnished,"Imo State, Owerri",Owerri,Imo State,Enterprise,220000000.0
"6bdrm Bungalow in Emmanuel Estate, Idishin for sale",500.0,6,6,Unfurnished,"Ibadan, Idishin",Idishin,Oyo State,Enterprise,55000000.0
"Furnished 4bdrm Duplex in Mount Berachal Homes, Lugbe District for sale",600.0,4,5,Furnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),Enterprise,300000000.0
"Furnished 4bdrm Duplex in Durrosimi Etti, Lekki Phase 1 for sale",1000.0,4,4,Furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,Enterprise,700000000.0
2bdrm Maisonette in Lekki Phase 1 for sale,300.0,2,2,Semi Furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,Enterprise,320000000.0
4bdrm Duplex in Lekki for sale,400.0,4,4,Semi Furnished,"Lagos State, Lekki",Lekki,Lagos State,Enterprise,190000000.0
4bdrm Duplex in Berger for sale,1000.0,4,1,Unfurnished,"Ojodu, Berger",Berger,Lagos State,Enterprise,130000000.0
3bdrm Apartment in Lifecamp for sale,200.0,3,3,Unfurnished,"Gwarinpa, Life Camp",Life Camp,Abuja (FCT),Enterprise,150000000.0
2bdrm Apartment in Ilaje for sale,280.0,2,2,Semi Furnished,"Ondo State, Ilaje",Ilaje,Lagos State,Enterprise,90000000.0
5bdrm Duplex in Lekki for sale,400.0,5,5,Semi Furnished,"Lagos State, Lekki",Lekki,Lagos State,Enterprise,450000000.0
"5bdrm Duplex in Okebadan Estate, for sale",450.0,5,6,Unfurnished,"Ibadan, Akobo",Akobo,Oyo State,Enterprise,180000000.0
4bdrm House in GRA Phase 1 for sale,1000.0,4,1,Unfurnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,Enterprise,450000000.0
